type,manufacturer,name,chip_id,size,flash_page,chip_class,algo,delay,eeprom_extend,eeprom,unk2,eeprom_page,voltage
SPI_FLASH,AMIC,A25L05PU,3612688,65536,256,0,0,1000,0,0,0,1,0
SPI_FLASH,AMIC,A25L05PT,3612704,65536,256,0,0,300,0,0,0,1,0
SPI_FLASH,AMIC,A25L10PU,3612689,131072,256,0,0,300,0,0,0,1,0
SPI_FLASH,AMIC,A25L20PU,3612690,262144,256,0,0,300,0,0,0,1,0
SPI_FLASH,AMIC,A25L20PT,3612706,262144,256,0,0,300,0,0,0,1,0
SPI_FLASH,AMIC,A25L512,3616784,65536,256,0,0,300,0,0,0,0,0
SPI_FLASH,AMIC,A25L010,3616785,131072,256,0,0,300,0,0,0,0,0
SPI_FLASH,AMIC,A25L020,3616786,262144,256,0,0,500,0,0,0,0,0
SPI_FLASH,AMIC,A25L40P,3612691,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,AMIC,A25L040,3616787,524288,256,0,0,500,0,0,0,0,0
SPI_FLASH,AMIC,A25L80P,3612692,1048576,256,0,0,500,0,0,0,0,0
SPI_FLASH,AMIC,A25L080,3616789,1048576,256,0,0,500,0,0,0,0,0
SPI_FLASH,AMIC,A25L016,3616789,2097152,256,0,0,500,0,0,0,0,0
SPI_FLASH,AMIC,A25L032,3616790,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,AMIC,A25LQ32A,3620886,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25FS010,2057729,131072,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25FS040,2057732,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25F512,2057472,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25F512B,2057472,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25F512A,2057472,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25F1024,31,131072,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25F2048,31,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25F4096,31,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF021,2048768,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF041A,2049025,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF081A,2049281,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF161A,2049538,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF321,2049792,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF321A,2049793,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT25DF641,2050048,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT26F004,2032640,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT26DF041,2049024,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT26DF081A,2049281,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT26DF161A,2049537,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT26DF161,2049536,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ATMEL,AT26DF321,2049792,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B05,1843216,65536,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25B05T,1843216,65536,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25F05,1847568,65536,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25P05,1843216,65536,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25LF05,1847568,65536,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25F10,1847569,131072,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25P10,1843217,131072,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25LF10,1847569,131072,256,0,0,200,0,0,0,0,0
SPI_FLASH,EON,EN25LF20,1847570,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25F20,1847570,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25F40,1847571,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25LF40,0,65536,32,0,0,10000,0,0,0,0,1
SPI_FLASH,EON,EN25Q80,1847316,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25P80,1843220,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25T80,1855764,1048576,256,0,0,500,0,0,0,0,0
SPI_FLASH,EON,EN25F80,1847572,1048576,256,0,0,500,0,0,0,0,0
SPI_FLASH,EON,EN25D16,1847317,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B16,1843221,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B16T,1843221,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25F16,1847573,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25Q16,1847317,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25QH16,1863701,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25T16,1855765,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B32,1843222,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B32T,1843222,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25P32,1843222,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25F32,1847574,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25Q32,1848086,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B64,1843223,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25B64T,1843223,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25P64,1843223,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25Q64,1847319,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,EN25Q128,1847320,16777216,256,0,0,1000,0,0,0,0,0
SPI_FLASH,EON,ES25P40,4857875,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESI,ES25P80,4857876,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESI,ES25P16,4857877,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L04UA,9211020,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L004A,9183251,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L08PA,9183252,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L008A,9183252,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L016A,9183253,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L16PA,9180180,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L32PA,9183254,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L32QA,9191446,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,ESMT,F25L64QA,9191703,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,SST,SST25VF040,12526989,524288,256,0,1,100,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q512,13123600,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q10,13123601,131072,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q20B,13123602,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q21B,13123858,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q40B,13123603,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q41B,13123603,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25LQ40,13131795,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25F40,13115411,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25F80,13115412,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q80,13123604,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q16,13123605,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q32B,13123606,4194304,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q64,13123607,8388608,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q128,13123608,16777216,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q256,13123609,33554432,256,0,0,1000,0,0,0,0,0
SPI_FLASH,GIGADEVICE,GD25Q256MC,13123616,67108864,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,KH25L4006E,794643,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,KH25L8006E,794644,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,KH25L8036,12723733,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,KH25L1606E,794645,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MS25X40,3616787,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V512,12722192,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L512,12722192,65536,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V1005,12722193,131072,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V2005,12722194,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L2005,12722194,262144,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25U4035,12723507,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V4035,12723539,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V4005,12722195,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L4005,12722195,524288,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V8005,12722196,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L8005,12722196,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25V8035,12723540,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25U8035,12723508,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L8006E,12722196,1048576,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L1606E,12722197,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L1605A,12722197,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L1635D,12723221,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L1633E,12723221,2097152,256,0,0,1000,0,0,0,0,0
SPI_FLASH,MXIC,MX25L1635E,12723477,2097152,256,0,0,1000,0,0,0,0,0
